"date and time (zulu, UTC)",device id,BME 280,,,DS18B20,TEROS 11/12,,TEROS 11/12,TEROS 12,Battery,raw data
,,humidity (%),air pressure (hPa),temp (°C),temp (°C),vwc (m^3/m^3),temp (°C),perm (raw),econ (µS/cm),U (V),
2026-05-05T18:22:42.881207921Z,igc-2026-06-19-otaa,43.4,"1,013",22.1,,16.0%,21.1,2206.98,,7.9,"{""bme_hum"":43.439998626708984,""bme_pres"":1012.5999755859375,""bme_temp"":22.079999923706055,""soil_econ"":71,""soil_perm"":2206.97998046875,""soil_temp"":21.100000381469727,""vr_voltage"":7.860253810882568}"
2026-05-05T18:24:37.613545582Z,igc-2026-06-19-otaa,43.5,"1,013",22.1,,16.0%,21.1,2206.98,,7.9,"{""bme_hum"":43.45000076293945,""bme_pres"":1012.6799926757812,""bme_temp"":22.079999923706055,""soil_econ"":71,""soil_perm"":2206.97998046875,""soil_temp"":21.100000381469727,""vr_voltage"":7.863701343536377}"
2026-05-05T18:26:32.364308659Z,igc-2026-06-19-otaa,43.5,"1,013",22.1,,16.0%,21.1,2206.98,,7.9,"{""bme_hum"":43.459999084472656,""bme_pres"":1012.6799926757812,""bme_temp"":22.059999465942383,""soil_econ"":71,""soil_perm"":2206.97998046875,""soil_temp"":21.100000381469727,""vr_voltage"":7.854509353637695}"
2026-05-05T18:28:27.090481026Z,igc-2026-06-19-otaa,43.5,"1,013",22.0,,16.0%,21.1,2206.98,,7.9,"{""bme_hum"":43.470001220703125,""bme_pres"":1012.7100219726562,""bme_temp"":22.049999237060547,""soil_econ"":71,""soil_perm"":2206.97998046875,""soil_temp"":21.100000381469727,""vr_voltage"":7.851062297821045}"
2026-05-05T18:30:21.802124925Z,igc-2026-06-19-otaa,43.5,"1,013",22.0,,16.0%,21.1,2206.98,,7.8,"{""bme_hum"":43.529998779296875,""bme_pres"":1012.8200073242188,""bme_temp"":22.040000915527344,""soil_econ"":71,""soil_perm"":2206.97998046875,""soil_temp"":21.100000381469727,""vr_voltage"":7.848189353942871}"
2026-05-05T18:32:16.552386410Z,igc-2026-06-19-otaa,43.5,"1,013",22.0,,16.0%,21.1,2206.98,,7.9,"{""bme_hum"":43.529998779296875,""bme_pres"":1012.8200073242188,""bme_temp"":22.030000686645508,""soil_econ"":71,""soil_perm"":2206.97998046875,""soil_temp"":21.100000381469727,""vr_voltage"":7.85163688659668}"
2026-05-05T18:34:11.282624939Z,igc-2026-06-19-otaa,43.6,"1,013",22.0,,16.0%,21.1,2206.98,,7.8,"{""bme_hum"":43.56999969482422,""bme_pres"":1012.8200073242188,""bme_temp"":22.020000457763672,""soil_econ"":71,""soil_perm"":2206.97998046875,""soil_temp"":21.100000381469727,""vr_voltage"":7.848189353942871}"
2026-05-05T18:36:06.011875574Z,igc-2026-06-19-otaa,43.6,"1,013",22.0,,16.0%,21.1,2206.98,,7.8,"{""bme_hum"":43.61000061035156,""bme_pres"":1012.8400268554688,""bme_temp"":22,""soil_econ"":71,""soil_perm"":2206.97998046875,""soil_temp"":21.100000381469727,""vr_voltage"":7.849913120269775}"
2026-05-05T18:37:59.747126038Z,igc-2026-06-19-otaa,43.6,"1,013",22.0,,16.0%,21.1,2206.98,,7.8,"{""bme_hum"":43.59000015258789,""bme_pres"":1012.7100219726562,""bme_temp"":21.989999771118164,""soil_econ"":71,""soil_perm"":2206.97998046875,""soil_temp"":21.100000381469727,""vr_voltage"":7.846466064453125}"
2026-05-05T18:39:53.484319076Z,igc-2026-06-19-otaa,43.6,"1,013",22.0,,16.0%,21.1,2206.98,,7.8,"{""bme_hum"":43.61000061035156,""bme_pres"":1012.9000244140625,""bme_temp"":21.969999313354492,""soil_econ"":71,""soil_perm"":2206.97998046875,""soil_temp"":21.100000381469727,""vr_voltage"":7.8453168869018555}"
2026-05-05T18:41:48.203597297Z,igc-2026-06-19-otaa,43.7,"1,013",22.0,,16.0%,21.1,2206.98,,7.8,"{""bme_hum"":43.65999984741211,""bme_pres"":1012.8400268554688,""bme_temp"":21.969999313354492,""soil_econ"":71,""soil_perm"":2206.97998046875,""soil_temp"":21.100000381469727,""vr_voltage"":7.844167709350586}"
2026-05-05T18:43:42.935645645Z,igc-2026-06-19-otaa,43.7,"1,013",22.0,,16.0%,21.1,2206.98,,7.8,"{""bme_hum"":43.66999816894531,""bme_pres"":1012.9299926757812,""bme_temp"":21.959999084472656,""soil_econ"":71,""soil_perm"":2206.97998046875,""soil_temp"":21.100000381469727,""vr_voltage"":7.8453168869018555}"
2026-05-05T18:45:36.668292848Z,igc-2026-06-19-otaa,43.7,"1,013",22.0,,16.0%,21.1,2206.98,,7.8,"{""bme_hum"":43.650001525878906,""bme_pres"":1012.9299926757812,""bme_temp"":21.950000762939453,""soil_econ"":71,""soil_perm"":2206.97998046875,""soil_temp"":21.100000381469727,""vr_voltage"":7.843019485473633}"
2026-05-05T18:47:31.396075527Z,igc-2026-06-19-otaa,43.7,"1,013",22.0,,16.0%,21.1,2206.98,,7.8,"{""bme_hum"":43.65999984741211,""bme_pres"":1012.8699951171875,""bme_temp"":21.950000762939453,""soil_econ"":71,""soil_perm"":2206.97998046875,""soil_temp"":21.100000381469727,""vr_voltage"":7.8412957191467285}"
2026-05-05T18:49:26.482684520Z,igc-2026-06-19-otaa,43.7,"1,013",21.9,,16.0%,21.1,2206.98,,7.8,"{""bme_hum"":43.66999816894531,""bme_pres"":1012.97998046875,""bme_temp"":21.920000076293945,""soil_econ"":71,""soil_perm"":2206.97998046875,""soil_temp"":21.100000381469727,""vr_voltage"":7.839571952819824}"
2026-05-05T18:51:20.692148731Z,igc-2026-06-19-otaa,43.7,"1,013",21.9,,16.0%,21.1,2206.98,,7.8,"{""bme_hum"":43.68000030517578,""bme_pres"":1012.97998046875,""bme_temp"":21.920000076293945,""soil_econ"":71,""soil_perm"":2206.97998046875,""soil_temp"":21.100000381469727,""vr_voltage"":7.8412957191467285}"
2026-05-05T18:53:14.943192422Z,igc-2026-06-19-otaa,43.7,"1,013",21.9,,16.0%,21.1,2206.98,,7.8,"{""bme_hum"":43.72999954223633,""bme_pres"":1012.97998046875,""bme_temp"":21.920000076293945,""soil_econ"":71,""soil_perm"":2206.97998046875,""soil_temp"":21.100000381469727,""vr_voltage"":7.8412957191467285}"
2026-05-05T18:55:09.151654500Z,igc-2026-06-19-otaa,43.8,"1,013",21.9,,16.0%,21.1,2206.98,,7.8,"{""bme_hum"":43.7599983215332,""bme_pres"":1013.0900268554688,""bme_temp"":21.90999984741211,""soil_econ"":71,""soil_perm"":2206.97998046875,""soil_temp"":21.100000381469727,""vr_voltage"":7.834976673126221}"
2026-05-05T18:57:03.384246260Z,igc-2026-06-19-otaa,43.8,"1,013",21.9,,16.0%,21.1,2206.98,,7.8,"{""bme_hum"":43.7599983215332,""bme_pres"":1013.030029296875,""bme_temp"":21.889999389648438,""soil_econ"":71,""soil_perm"":2206.97998046875,""soil_temp"":21.100000381469727,""vr_voltage"":7.8309550285339355}"
2026-05-05T18:58:57.594971227Z,igc-2026-06-19-otaa,43.8,"1,013",21.9,,16.0%,21.1,2206.98,,7.8,"{""bme_hum"":43.7599983215332,""bme_pres"":1013.0599975585938,""bme_temp"":21.889999389648438,""soil_econ"":71,""soil_perm"":2206.97998046875,""soil_temp"":21.100000381469727,""vr_voltage"":7.839571952819824}"
2026-05-05T19:00:51.840769199Z,igc-2026-06-19-otaa,43.8,"1,013",21.9,,16.0%,21.1,2206.98,,7.8,"{""bme_hum"":43.79999923706055,""bme_pres"":1013.1199951171875,""bme_temp"":21.8799991607666,""soil_econ"":71,""soil_perm"":2206.97998046875,""soil_temp"":21.100000381469727,""vr_voltage"":7.836124897003174}"
2026-05-05T19:01:48.469364299Z,igc-2025-06-15-otaa,39.6,996,16.3,17.4,30.6%,17.4,2582.46,,,"{""bme_hum"":39.61000061035156,""bme_pres"":996.2899780273438,""bme_temp"":16.299999237060547,""ds_temp"":17.4375,""soil_perm"":2582.4599609375,""soil_temp"":17.399999618530273}"
2026-05-05T19:02:46.062226639Z,igc-2026-06-19-otaa,43.8,"1,013",21.9,,16.0%,21.1,2206.98,,7.8,"{""bme_hum"":43.77000045776367,""bme_pres"":1013.030029296875,""bme_temp"":21.8799991607666,""soil_econ"":71,""soil_perm"":2206.97998046875,""soil_temp"":21.100000381469727,""vr_voltage"":7.833827495574951}"
2026-05-05T19:04:40.309416593Z,igc-2026-06-19-otaa,43.8,"1,013",21.9,,16.0%,21.1,2206.98,,7.8,"{""bme_hum"":43.79999923706055,""bme_pres"":1013.030029296875,""bme_temp"":21.8799991607666,""soil_econ"":71,""soil_perm"":2206.97998046875,""soil_temp"":21.100000381469727,""vr_voltage"":7.833252906799316}"
2026-05-05T19:05:04.207793408Z,igc-2025-06-14-otaa,59.4,990,16.1,15.9,29.4%,15.7,2551.61,,,"{""bme_hum"":59.380001068115234,""bme_pres"":989.5499877929688,""bme_temp"":16.06999969482422,""ds_temp"":15.875,""soil_perm"":2551.610107421875,""soil_temp"":15.699999809265137}"
2026-05-05T19:06:34.522636366Z,igc-2026-06-19-otaa,43.8,"1,013",21.9,,16.0%,21.1,2206.98,,7.8,"{""bme_hum"":43.810001373291016,""bme_pres"":1013.1400146484375,""bme_temp"":21.8700008392334,""soil_econ"":71,""soil_perm"":2206.97998046875,""soil_temp"":21.100000381469727,""vr_voltage"":7.832678318023682}"
2026-05-05T19:08:28.763022107Z,igc-2026-06-19-otaa,43.8,"1,013",21.9,,16.0%,21.1,2206.98,,7.8,"{""bme_hum"":43.81999969482422,""bme_pres"":1013.1199951171875,""bme_temp"":21.850000381469727,""soil_econ"":71,""soil_perm"":2206.97998046875,""soil_temp"":21.100000381469727,""vr_voltage"":7.829805850982666}"
2026-05-05T19:10:22.997586035Z,igc-2026-06-19-otaa,43.8,"1,013",21.8,,16.0%,21.1,2206.98,,7.8,"{""bme_hum"":43.84000015258789,""bme_pres"":1013.0900268554688,""bme_temp"":21.84000015258789,""soil_econ"":71,""soil_perm"":2206.97998046875,""soil_temp"":21.100000381469727,""vr_voltage"":7.830380439758301}"
2026-05-05T19:12:17.248516248Z,igc-2026-06-19-otaa,43.8,"1,013",21.8,,16.0%,21.1,2206.98,,7.8,"{""bme_hum"":43.84000015258789,""bme_pres"":1013.2000122070312,""bme_temp"":21.84000015258789,""soil_econ"":71,""soil_perm"":2206.97998046875,""soil_temp"":21.100000381469727,""vr_voltage"":7.825784206390381}"
2026-05-05T19:14:11.475947638Z,igc-2026-06-19-otaa,43.9,"1,013",21.8,,16.0%,21.1,2206.98,,7.8,"{""bme_hum"":43.86000061035156,""bme_pres"":1013.1699829101562,""bme_temp"":21.84000015258789,""soil_econ"":71,""soil_perm"":2206.97998046875,""soil_temp"":21.100000381469727,""vr_voltage"":7.827507495880127}"
2026-05-05T19:16:05.704136847Z,igc-2026-06-19-otaa,43.9,"1,013",21.8,,16.0%,21.1,2206.98,,7.8,"{""bme_hum"":43.86000061035156,""bme_pres"":1013.2000122070312,""bme_temp"":21.829999923706055,""soil_econ"":71,""soil_perm"":2206.97998046875,""soil_temp"":21.100000381469727,""vr_voltage"":7.827507495880127}"
2026-05-05T19:17:59.937122792Z,igc-2026-06-19-otaa,43.9,"1,013",21.8,,16.0%,21.1,2206.98,,7.8,"{""bme_hum"":43.869998931884766,""bme_pres"":1013.3400268554688,""bme_temp"":21.829999923706055,""soil_econ"":71,""soil_perm"":2206.97998046875,""soil_temp"":21.100000381469727,""vr_voltage"":7.825209617614746}"
2026-05-05T19:19:54.183709461Z,igc-2026-06-19-otaa,43.9,"1,013",21.8,,16.0%,21.1,2206.98,,7.8,"{""bme_hum"":43.900001525878906,""bme_pres"":1013.25,""bme_temp"":21.809999465942383,""soil_econ"":71,""soil_perm"":2206.97998046875,""soil_temp"":21.100000381469727,""vr_voltage"":7.823485851287842}"
2026-05-05T19:21:47.913216875Z,igc-2026-06-19-otaa,43.9,"1,013",21.8,,16.0%,21.1,2206.98,,7.8,"{""bme_hum"":43.86000061035156,""bme_pres"":1013.25,""bme_temp"":21.809999465942383,""soil_econ"":71,""soil_perm"":2206.97998046875,""soil_temp"":21.100000381469727,""vr_voltage"":7.824060440063477}"
2026-05-05T19:23:41.631817471Z,igc-2026-06-19-otaa,43.9,"1,013",21.8,,16.0%,21.1,2206.98,,7.8,"{""bme_hum"":43.869998931884766,""bme_pres"":1013.3599853515625,""bme_temp"":21.799999237060547,""soil_econ"":71,""soil_perm"":2206.97998046875,""soil_temp"":21.100000381469727,""vr_voltage"":7.81889009475708}"
2026-05-05T19:25:35.368811632Z,igc-2026-06-19-otaa,43.9,"1,013",21.8,,16.0%,21.1,2206.98,,7.8,"{""bme_hum"":43.93000030517578,""bme_pres"":1013.3099975585938,""bme_temp"":21.799999237060547,""soil_econ"":71,""soil_perm"":2206.97998046875,""soil_temp"":21.100000381469727,""vr_voltage"":7.821188449859619}"
2026-05-05T19:27:29.107688612Z,igc-2026-06-19-otaa,43.9,"1,013",21.8,,16.0%,21.1,2206.98,,7.8,"{""bme_hum"":43.93000030517578,""bme_pres"":1013.3099975585938,""bme_temp"":21.799999237060547,""soil_econ"":71,""soil_perm"":2206.97998046875,""soil_temp"":21.100000381469727,""vr_voltage"":7.804527759552002}"
2026-05-05T19:29:22.833676146Z,igc-2026-06-19-otaa,43.9,"1,013",21.8,,16.0%,21.1,2206.98,,7.8,"{""bme_hum"":43.91999816894531,""bme_pres"":1013.3900146484375,""bme_temp"":21.799999237060547,""soil_econ"":71,""soil_perm"":2206.97998046875,""soil_temp"":21.100000381469727,""vr_voltage"":7.798208236694336}"
2026-05-05T19:31:16.589505160Z,igc-2026-06-19-otaa,43.9,"1,013",21.8,,16.0%,21.1,2206.98,,7.8,"{""bme_hum"":43.93000030517578,""bme_pres"":1013.4400024414062,""bme_temp"":21.790000915527344,""soil_econ"":71,""soil_perm"":2206.97998046875,""soil_temp"":21.100000381469727,""vr_voltage"":7.7993574142456055}"
2026-05-05T19:33:10.669518239Z,igc-2026-06-19-otaa,43.9,"1,013",21.8,,16.0%,21.1,2206.98,,7.8,"{""bme_hum"":43.939998626708984,""bme_pres"":1013.4199829101562,""bme_temp"":21.780000686645508,""soil_econ"":71,""soil_perm"":2206.97998046875,""soil_temp"":21.100000381469727,""vr_voltage"":7.809698581695557}"
2026-05-05T19:35:04.382331574Z,igc-2026-06-19-otaa,44.0,"1,013",21.8,,16.0%,21.1,2206.98,,7.8,"{""bme_hum"":43.959999084472656,""bme_pres"":1013.4199829101562,""bme_temp"":21.770000457763672,""soil_econ"":71,""soil_perm"":2206.97998046875,""soil_temp"":21.100000381469727,""vr_voltage"":7.802803993225098}"
2026-05-05T19:36:58.114742176Z,igc-2026-06-19-otaa,44.0,"1,013",21.8,,16.0%,21.1,2206.98,,7.8,"{""bme_hum"":43.959999084472656,""bme_pres"":1013.4400024414062,""bme_temp"":21.770000457763672,""soil_econ"":71,""soil_perm"":2206.97998046875,""soil_temp"":21.100000381469727,""vr_voltage"":7.7993574142456055}"
2026-05-05T19:38:51.824153966Z,igc-2026-06-19-otaa,44.0,"1,013",21.8,,16.0%,21.1,2206.98,,7.8,"{""bme_hum"":43.95000076293945,""bme_pres"":1013.4400024414062,""bme_temp"":21.760000228881836,""soil_econ"":71,""soil_perm"":2206.97998046875,""soil_temp"":21.100000381469727,""vr_voltage"":7.791314601898193}"
2026-05-05T19:40:45.550914732Z,igc-2026-06-19-otaa,44.0,"1,013",21.8,,16.0%,21.1,2206.98,,7.8,"{""bme_hum"":43.97999954223633,""bme_pres"":1013.469970703125,""bme_temp"":21.75,""soil_econ"":71,""soil_perm"":2206.97998046875,""soil_temp"":21.100000381469727,""vr_voltage"":7.807400226593018}"
2026-05-05T19:42:39.262159392Z,igc-2026-06-19-otaa,44.0,"1,014",21.8,,16.0%,21.1,2206.98,,7.8,"{""bme_hum"":44,""bme_pres"":1013.530029296875,""bme_temp"":21.760000228881836,""soil_econ"":71,""soil_perm"":2206.97998046875,""soil_temp"":21.100000381469727,""vr_voltage"":7.786718368530273}"
2026-05-05T19:44:32.990354735Z,igc-2026-06-19-otaa,44.0,"1,014",21.8,,16.0%,21.1,2206.98,,7.8,"{""bme_hum"":44,""bme_pres"":1013.530029296875,""bme_temp"":21.760000228881836,""soil_econ"":71,""soil_perm"":2206.97998046875,""soil_temp"":21.100000381469727,""vr_voltage"":7.786718368530273}"
2026-05-05T19:46:26.727416035Z,igc-2026-06-19-otaa,44.0,"1,014",21.8,,16.0%,21.1,2206.98,,7.8,"{""bme_hum"":44.0099983215332,""bme_pres"":1013.5800170898438,""bme_temp"":21.75,""soil_econ"":71,""soil_perm"":2206.97998046875,""soil_temp"":21.100000381469727,""vr_voltage"":7.785569667816162}"
2026-05-05T19:48:20.446196514Z,igc-2026-06-19-otaa,44.0,"1,014",21.7,,16.0%,21.1,2206.98,,7.8,"{""bme_hum"":44.0099983215332,""bme_pres"":1013.6099853515625,""bme_temp"":21.739999771118164,""soil_econ"":71,""soil_perm"":2206.97998046875,""soil_temp"":21.100000381469727,""vr_voltage"":7.779250144958496}"
2026-05-05T19:50:14.176022739Z,igc-2026-06-19-otaa,44.0,"1,014",21.7,,16.0%,21.1,2206.98,,7.8,"{""bme_hum"":44,""bme_pres"":1013.6400146484375,""bme_temp"":21.739999771118164,""soil_econ"":71,""soil_perm"":2206.97998046875,""soil_temp"":21.100000381469727,""vr_voltage"":7.7809739112854}"
2026-05-05T19:54:01.644665585Z,igc-2026-06-19-otaa,44.0,"1,014",21.7,,16.0%,21.1,2206.98,,7.8,"{""bme_hum"":44.029998779296875,""bme_pres"":1013.6599731445312,""bme_temp"":21.729999542236328,""soil_econ"":71,""soil_perm"":2206.97998046875,""soil_temp"":21.100000381469727,""vr_voltage"":7.771781921386719}"
2026-05-05T19:55:55.392469766Z,igc-2026-06-19-otaa,44.0,"1,014",21.7,,16.0%,21.1,2206.98,,7.8,"{""bme_hum"":44.040000915527344,""bme_pres"":1013.6900024414062,""bme_temp"":21.729999542236328,""soil_econ"":71,""soil_perm"":2206.97998046875,""soil_temp"":21.100000381469727,""vr_voltage"":7.7763776779174805}"
2026-05-05T19:57:49.124155093Z,igc-2026-06-19-otaa,44.0,"1,014",21.7,,16.0%,21.1,2206.98,,7.8,"{""bme_hum"":44.04999923706055,""bme_pres"":1013.6599731445312,""bme_temp"":21.739999771118164,""soil_econ"":71,""soil_perm"":2206.97998046875,""soil_temp"":21.100000381469727,""vr_voltage"":7.772931098937988}"
2026-05-05T19:59:42.842357728Z,igc-2026-06-19-otaa,44.0,"1,014",21.7,,16.0%,21.1,2206.98,,7.8,"{""bme_hum"":44.029998779296875,""bme_pres"":1013.6599731445312,""bme_temp"":21.739999771118164,""soil_econ"":71,""soil_perm"":2206.97998046875,""soil_temp"":21.100000381469727,""vr_voltage"":7.772931098937988}"
2026-05-05T20:01:36.592887370Z,igc-2026-06-19-otaa,44.0,"1,014",21.7,,16.0%,21.1,2206.98,,7.8,"{""bme_hum"":44.02000045776367,""bme_pres"":1013.6900024414062,""bme_temp"":21.739999771118164,""soil_econ"":71,""soil_perm"":2206.97998046875,""soil_temp"":21.100000381469727,""vr_voltage"":7.782696723937988}"
2026-05-05T20:01:48.526835329Z,igc-2025-06-15-otaa,39.9,997,15.8,17.2,30.9%,17.1,2589.04,,,"{""bme_hum"":39.939998626708984,""bme_pres"":997.1300048828125,""bme_temp"":15.829999923706055,""ds_temp"":17.1875,""soil_perm"":2589.0400390625,""soil_temp"":17.100000381469727}"
2026-05-05T20:03:30.311512978Z,igc-2026-06-19-otaa,44.0,"1,014",21.7,,16.0%,21.1,2206.98,,7.8,"{""bme_hum"":44.040000915527344,""bme_pres"":1013.719970703125,""bme_temp"":21.729999542236328,""soil_econ"":71,""soil_perm"":2206.97998046875,""soil_temp"":21.100000381469727,""vr_voltage"":7.768334865570068}"
2026-05-05T20:05:02.868985142Z,igc-2025-06-14-otaa,60.0,990,15.7,15.8,29.6%,15.5,2555.56,,,"{""bme_hum"":59.959999084472656,""bme_pres"":990.1500244140625,""bme_temp"":15.739999771118164,""ds_temp"":15.75,""soil_perm"":2555.56005859375,""soil_temp"":15.5}"
2026-05-05T20:05:24.045485075Z,igc-2026-06-19-otaa,44.1,"1,014",21.7,,16.0%,21.1,2206.98,,7.8,"{""bme_hum"":44.06999969482422,""bme_pres"":1013.719970703125,""bme_temp"":21.729999542236328,""soil_econ"":71,""soil_perm"":2206.97998046875,""soil_temp"":21.100000381469727,""vr_voltage"":7.767760276794434}"
2026-05-05T20:07:17.768886243Z,igc-2026-06-19-otaa,44.0,"1,014",21.7,,16.0%,21.1,2206.98,,7.8,"{""bme_hum"":44.029998779296875,""bme_pres"":1013.75,""bme_temp"":21.729999542236328,""soil_econ"":71,""soil_perm"":2206.97998046875,""soil_temp"":21.100000381469727,""vr_voltage"":7.7700581550598145}"
2026-05-05T20:09:11.512930775Z,igc-2026-06-19-otaa,44.0,"1,014",21.7,,16.0%,21.1,2206.98,,7.8,"{""bme_hum"":44.04999923706055,""bme_pres"":1013.719970703125,""bme_temp"":21.729999542236328,""soil_econ"":71,""soil_perm"":2206.97998046875,""soil_temp"":21.100000381469727,""vr_voltage"":7.767185688018799}"
2026-05-05T20:12:58.975242568Z,igc-2026-06-19-otaa,44.0,"1,014",21.7,,16.0%,21.1,2206.98,,7.8,"{""bme_hum"":44.04999923706055,""bme_pres"":1013.6400146484375,""bme_temp"":21.719999313354492,""soil_econ"":71,""soil_perm"":2206.97998046875,""soil_temp"":21.100000381469727,""vr_voltage"":7.7654619216918945}"
2026-05-05T20:14:52.713293764Z,igc-2026-06-19-otaa,44.0,"1,014",21.7,,16.0%,21.1,2206.98,,7.8,"{""bme_hum"":44.04999923706055,""bme_pres"":1013.6900024414062,""bme_temp"":21.719999313354492,""soil_econ"":71,""soil_perm"":2206.97998046875,""soil_temp"":21.100000381469727,""vr_voltage"":7.763164043426514}"
2026-05-05T20:16:46.806825280Z,igc-2026-06-19-otaa,44.1,"1,014",21.7,,16.0%,21.1,2206.98,,7.8,"{""bme_hum"":44.099998474121094,""bme_pres"":1013.6900024414062,""bme_temp"":21.729999542236328,""soil_econ"":71,""soil_perm"":2206.97998046875,""soil_temp"":21.100000381469727,""vr_voltage"":7.766611099243164}"
2026-05-05T20:18:40.526781564Z,igc-2026-06-19-otaa,45.9,"1,014",21.8,,16.0%,21.1,2206.98,,7.8,"{""bme_hum"":45.880001068115234,""bme_pres"":1013.530029296875,""bme_temp"":21.790000915527344,""soil_econ"":71,""soil_perm"":2206.97998046875,""soil_temp"":21.100000381469727,""vr_voltage"":7.764313220977783}"
2026-05-05T20:27:42.723211903Z,igc-2026-06-19-otaa,43.2,"1,012",22.6,,16.1%,21.0,2209.16,,7.7,"{""bme_hum"":43.20000076293945,""bme_pres"":1012.1900024414062,""bme_temp"":22.639999389648438,""soil_econ"":72,""soil_perm"":2209.159912109375,""soil_temp"":21,""vr_voltage"":7.740758419036865}"
2026-05-05T20:28:50.459860079Z,igc-2026-06-19-otaa,43.9,"1,012",22.8,,16.1%,21.0,2209.09,,7.7,"{""bme_hum"":43.869998931884766,""bme_pres"":1012,""bme_temp"":22.770000457763672,""soil_econ"":70,""soil_perm"":2209.090087890625,""soil_temp"":21,""vr_voltage"":7.7488017082214355}"
2026-05-05T20:29:58.203994838Z,igc-2026-06-19-otaa,42.1,"1,012",22.8,,16.1%,21.0,2209.49,,7.7,"{""bme_hum"":42.099998474121094,""bme_pres"":1011.8900146484375,""bme_temp"":22.84000015258789,""soil_econ"":71,""soil_perm"":2209.489990234375,""soil_temp"":21,""vr_voltage"":7.749950885772705}"
2026-05-05T20:31:05.963287927Z,igc-2026-06-19-otaa,42.1,"1,012",22.9,,16.6%,21.0,2221.87,,7.8,"{""bme_hum"":42.13999938964844,""bme_pres"":1011.8900146484375,""bme_temp"":22.8700008392334,""soil_econ"":71,""soil_perm"":2221.8701171875,""soil_temp"":21,""vr_voltage"":7.7528228759765625}"
2026-05-05T20:32:13.684831349Z,igc-2026-06-19-otaa,42.0,"1,012",22.9,,16.6%,21.0,2221.87,,7.7,"{""bme_hum"":41.95000076293945,""bme_pres"":1011.72998046875,""bme_temp"":22.8799991607666,""soil_econ"":71,""soil_perm"":2221.8701171875,""soil_temp"":21,""vr_voltage"":7.748227596282959}"
2026-05-05T20:33:21.415001067Z,igc-2026-06-19-otaa,41.9,"1,012",22.9,,16.1%,21.0,2209.40,,7.7,"{""bme_hum"":41.869998931884766,""bme_pres"":1011.72998046875,""bme_temp"":22.93000030517578,""soil_econ"":69,""soil_perm"":2209.39990234375,""soil_temp"":21,""vr_voltage"":7.749950885772705}"
2026-05-05T20:34:29.174232834Z,igc-2026-06-19-otaa,42.2,"1,012",23.0,,16.1%,21.0,2208.62,,7.7,"{""bme_hum"":42.209999084472656,""bme_pres"":1011.5900268554688,""bme_temp"":22.969999313354492,""soil_econ"":71,""soil_perm"":2208.6201171875,""soil_temp"":21,""vr_voltage"":7.749950885772705}"
2026-05-05T20:35:36.908374904Z,igc-2026-06-19-otaa,41.7,"1,012",23.0,,16.1%,21.0,2208.62,,7.7,"{""bme_hum"":41.70000076293945,""bme_pres"":1011.5599975585938,""bme_temp"":22.979999542236328,""soil_econ"":71,""soil_perm"":2208.6201171875,""soil_temp"":21,""vr_voltage"":7.749950885772705}"
2026-05-05T20:36:44.669115078Z,igc-2026-06-19-otaa,41.6,"1,012",23.0,,16.1%,21.0,2208.72,,7.7,"{""bme_hum"":41.63999938964844,""bme_pres"":1011.510009765625,""bme_temp"":23.010000228881836,""soil_econ"":71,""soil_perm"":2208.719970703125,""soil_temp"":21,""vr_voltage"":7.743056774139404}"
2026-05-05T20:37:52.406741653Z,igc-2026-06-19-otaa,41.6,"1,012",23.0,,16.1%,21.0,2208.83,,7.7,"{""bme_hum"":41.61000061035156,""bme_pres"":1011.510009765625,""bme_temp"":23.049999237060547,""soil_econ"":69,""soil_perm"":2208.830078125,""soil_temp"":21,""vr_voltage"":7.749950885772705}"
2026-05-05T20:39:00.132619769Z,igc-2026-06-19-otaa,42.3,"1,011",23.1,,16.1%,21.0,2208.83,,7.7,"{""bme_hum"":42.349998474121094,""bme_pres"":1011.3699951171875,""bme_temp"":23.09000015258789,""soil_econ"":69,""soil_perm"":2208.830078125,""soil_temp"":21,""vr_voltage"":7.7470784187316895}"
2026-05-05T20:40:08.423185396Z,igc-2026-06-19-otaa,43.0,"1,011",23.2,,16.1%,21.0,2208.83,,7.8,"{""bme_hum"":42.959999084472656,""bme_pres"":1011.239990234375,""bme_temp"":23.190000534057617,""soil_econ"":69,""soil_perm"":2208.830078125,""soil_temp"":21,""vr_voltage"":7.763738632202148}"
2026-05-05T20:40:52.001776534Z,igc-2026-06-19-otaa,41.6,"1,011",23.6,,16.1%,21.0,2208.91,,7.8,"{""bme_hum"":41.61000061035156,""bme_pres"":1010.5800170898438,""bme_temp"":23.56999969482422,""soil_econ"":72,""soil_perm"":2208.909912109375,""soil_temp"":21,""vr_voltage"":7.756844997406006}"
2026-05-05T20:44:27.993472032Z,igc-2026-06-19-otaa,45.2,"1,012",23.0,,16.4%,21.0,2215.42,,7.8,"{""bme_hum"":45.15999984741211,""bme_pres"":1011.510009765625,""bme_temp"":23.010000228881836,""soil_econ"":72,""soil_perm"":2215.419921875,""soil_temp"":21,""vr_voltage"":7.800506591796875}"
2026-05-05T20:49:16.635036064Z,igc-2026-06-19-otaa,43.8,"1,012",22.8,,16.3%,21.0,2213.87,,7.8,"{""bme_hum"":43.790000915527344,""bme_pres"":1011.969970703125,""bme_temp"":22.780000686645508,""soil_econ"":69,""soil_perm"":2213.8701171875,""soil_temp"":21,""vr_voltage"":7.834402084350586}"
