"date and time (zulu, UTC)",device id,BME 280,,,DS18B20,TEROS 11/12,,TEROS 11/12,TEROS 12,Battery,raw data
,,humidity (%),air pressure (hPa),temp (°C),temp (°C),vwc (m^3/m^3),temp (°C),perm (raw),econ (µS/cm),U (V),
2026-05-29T21:16:45.259176458Z,igc-2025-06-19-otaa,49.9,"1,025",21.7,20.7,27.6%,21.3,2503.71,112,8.2,"{""bme_hum"":49.880001068115234,""bme_pres"":1025.1700439453125,""bme_temp"":21.68000030517578,""ds_temp"":20.6875,""soil_econ"":112,""soil_perm"":2503.7099609375,""soil_temp"":21.299999237060547,""vr_voltage"":8.227931022644043}"
2026-05-29T21:17:59.821913086Z,igc-2025-06-19-otaa,50.0,"1,025",21.7,20.7,27.7%,21.3,2506.07,113,8.2,"{""bme_hum"":50.029998779296875,""bme_pres"":1025.1199951171875,""bme_temp"":21.68000030517578,""ds_temp"":20.6875,""soil_econ"":113,""soil_perm"":2506.070068359375,""soil_temp"":21.299999237060547,""vr_voltage"":8.229655265808105}"
2026-05-29T21:19:14.080511223Z,igc-2025-06-19-otaa,49.9,"1,025",21.7,20.8,27.7%,21.3,2506.21,112,8.2,"{""bme_hum"":49.900001525878906,""bme_pres"":1024.97998046875,""bme_temp"":21.68000030517578,""ds_temp"":20.75,""soil_econ"":112,""soil_perm"":2506.2099609375,""soil_temp"":21.299999237060547,""vr_voltage"":8.230804443359375}"
2026-05-29T21:20:28.312682839Z,igc-2025-06-19-otaa,50.2,"1,025",21.7,20.7,27.6%,21.3,2506.03,112,8.2,"{""bme_hum"":50.2400016784668,""bme_pres"":1025.0899658203125,""bme_temp"":21.68000030517578,""ds_temp"":20.6875,""soil_econ"":112,""soil_perm"":2506.030029296875,""soil_temp"":21.299999237060547,""vr_voltage"":8.229080200195312}"
2026-05-29T21:21:42.548599403Z,igc-2025-06-19-otaa,50.0,"1,025",21.7,20.8,27.6%,21.3,2505.98,112,8.2,"{""bme_hum"":50.02000045776367,""bme_pres"":1025.0899658203125,""bme_temp"":21.68000030517578,""ds_temp"":20.75,""soil_econ"":112,""soil_perm"":2505.97998046875,""soil_temp"":21.299999237060547,""vr_voltage"":8.230229377746582}"
2026-05-29T21:22:56.982035348Z,igc-2025-06-19-otaa,50.2,"1,025",21.7,20.8,27.5%,21.3,2503.48,112,8.2,"{""bme_hum"":50.16999816894531,""bme_pres"":1025.0899658203125,""bme_temp"":21.68000030517578,""ds_temp"":20.75,""soil_econ"":112,""soil_perm"":2503.47998046875,""soil_temp"":21.299999237060547,""vr_voltage"":8.229655265808105}"
2026-05-29T21:24:11.307030125Z,igc-2025-06-19-otaa,50.0,"1,025",21.7,20.7,27.6%,21.3,2503.50,113,8.2,"{""bme_hum"":50.04999923706055,""bme_pres"":1025.06005859375,""bme_temp"":21.68000030517578,""ds_temp"":20.6875,""soil_econ"":113,""soil_perm"":2503.5,""soil_temp"":21.299999237060547,""vr_voltage"":8.231952667236328}"
2026-05-29T21:25:25.770243021Z,igc-2025-06-19-otaa,50.3,"1,025",21.7,20.7,27.7%,21.3,2506.14,113,8.2,"{""bme_hum"":50.25,""bme_pres"":1025.030029296875,""bme_temp"":21.670000076293945,""ds_temp"":20.6875,""soil_econ"":113,""soil_perm"":2506.139892578125,""soil_temp"":21.299999237060547,""vr_voltage"":8.230229377746582}"
2026-05-29T21:26:40.277224006Z,igc-2025-06-19-otaa,50.3,"1,025",21.7,20.8,27.5%,21.3,2502.91,112,8.2,"{""bme_hum"":50.34000015258789,""bme_pres"":1024.97998046875,""bme_temp"":21.68000030517578,""ds_temp"":20.75,""soil_econ"":112,""soil_perm"":2502.909912109375,""soil_temp"":21.299999237060547,""vr_voltage"":8.22678279876709}"
2026-05-29T21:27:54.788310400Z,igc-2025-06-19-otaa,50.2,"1,025",21.7,20.8,27.5%,21.3,2502.76,112,8.2,"{""bme_hum"":50.220001220703125,""bme_pres"":1024.8699951171875,""bme_temp"":21.690000534057617,""ds_temp"":20.75,""soil_econ"":112,""soil_perm"":2502.760009765625,""soil_temp"":21.299999237060547,""vr_voltage"":8.230804443359375}"
2026-05-29T21:29:09.372983479Z,igc-2025-06-19-otaa,50.4,"1,025",21.7,20.8,27.6%,21.3,2505.85,112,8.2,"{""bme_hum"":50.36000061035156,""bme_pres"":1024.8699951171875,""bme_temp"":21.68000030517578,""ds_temp"":20.75,""soil_econ"":112,""soil_perm"":2505.85009765625,""soil_temp"":21.299999237060547,""vr_voltage"":8.229080200195312}"
2026-05-29T21:30:23.957091620Z,igc-2025-06-19-otaa,50.2,"1,025",21.7,20.7,27.5%,21.3,2503.48,112,8.2,"{""bme_hum"":50.220001220703125,""bme_pres"":1024.8699951171875,""bme_temp"":21.690000534057617,""ds_temp"":20.6875,""soil_econ"":112,""soil_perm"":2503.47998046875,""soil_temp"":21.299999237060547,""vr_voltage"":8.227931022644043}"
2026-05-29T21:31:38.631434549Z,igc-2025-06-19-otaa,50.1,"1,025",21.7,20.8,27.5%,21.3,2502.63,112,8.2,"{""bme_hum"":50.13999938964844,""bme_pres"":1024.81005859375,""bme_temp"":21.690000534057617,""ds_temp"":20.75,""soil_econ"":112,""soil_perm"":2502.6298828125,""soil_temp"":21.299999237060547,""vr_voltage"":8.230804443359375}"
2026-05-29T21:32:53.285215603Z,igc-2025-06-19-otaa,50.0,"1,025",21.7,20.8,27.6%,21.3,2505.65,112,8.2,"{""bme_hum"":50.029998779296875,""bme_pres"":1024.7900390625,""bme_temp"":21.690000534057617,""ds_temp"":20.75,""soil_econ"":112,""soil_perm"":2505.64990234375,""soil_temp"":21.299999237060547,""vr_voltage"":8.228506088256836}"
2026-05-29T21:34:08.040684592Z,igc-2025-06-19-otaa,50.3,"1,025",21.7,20.7,27.5%,21.3,2503.27,112,8.2,"{""bme_hum"":50.2599983215332,""bme_pres"":1024.81005859375,""bme_temp"":21.700000762939453,""ds_temp"":20.6875,""soil_econ"":112,""soil_perm"":2503.27001953125,""soil_temp"":21.299999237060547,""vr_voltage"":8.230229377746582}"
2026-05-29T21:35:22.848731210Z,igc-2025-06-19-otaa,50.3,"1,025",21.7,20.7,27.5%,21.3,2502.95,112,8.2,"{""bme_hum"":50.2599983215332,""bme_pres"":1024.760009765625,""bme_temp"":21.700000762939453,""ds_temp"":20.6875,""soil_econ"":112,""soil_perm"":2502.949951171875,""soil_temp"":21.299999237060547,""vr_voltage"":8.227356910705566}"
2026-05-29T21:36:37.626390462Z,igc-2025-06-19-otaa,50.1,"1,025",21.7,20.8,27.5%,21.3,2503.08,112,8.2,"{""bme_hum"":50.119998931884766,""bme_pres"":1024.8399658203125,""bme_temp"":21.690000534057617,""ds_temp"":20.75,""soil_econ"":112,""soil_perm"":2503.080078125,""soil_temp"":21.299999237060547,""vr_voltage"":8.227931022644043}"
2026-05-29T21:37:52.532362349Z,igc-2025-06-19-otaa,50.3,"1,025",21.7,20.8,27.5%,21.3,2503.10,112,8.2,"{""bme_hum"":50.34000015258789,""bme_pres"":1024.81005859375,""bme_temp"":21.709999084472656,""ds_temp"":20.75,""soil_econ"":112,""soil_perm"":2503.10009765625,""soil_temp"":21.299999237060547,""vr_voltage"":8.227931022644043}"
2026-05-29T21:39:07.460846903Z,igc-2025-06-19-otaa,50.4,"1,025",21.7,20.8,27.6%,21.3,2505.57,112,8.2,"{""bme_hum"":50.36000061035156,""bme_pres"":1024.81005859375,""bme_temp"":21.709999084472656,""ds_temp"":20.75,""soil_econ"":112,""soil_perm"":2505.570068359375,""soil_temp"":21.299999237060547,""vr_voltage"":8.227356910705566}"
2026-05-29T21:40:22.379946334Z,igc-2025-06-19-otaa,50.5,"1,025",21.7,20.8,27.5%,21.3,2502.68,112,8.2,"{""bme_hum"":50.45000076293945,""bme_pres"":1024.760009765625,""bme_temp"":21.709999084472656,""ds_temp"":20.75,""soil_econ"":112,""soil_perm"":2502.679931640625,""soil_temp"":21.299999237060547,""vr_voltage"":8.227356910705566}"
2026-05-29T21:41:37.409076908Z,igc-2025-06-19-otaa,50.4,"1,025",21.7,20.8,27.6%,21.3,2505.83,112,8.2,"{""bme_hum"":50.40999984741211,""bme_pres"":1024.7099609375,""bme_temp"":21.709999084472656,""ds_temp"":20.75,""soil_econ"":112,""soil_perm"":2505.830078125,""soil_temp"":21.299999237060547,""vr_voltage"":8.228506088256836}"
2026-05-29T21:42:52.479119165Z,igc-2025-06-19-otaa,50.2,"1,025",21.7,20.8,27.6%,21.3,2505.81,112,8.2,"{""bme_hum"":50.2400016784668,""bme_pres"":1024.7099609375,""bme_temp"":21.719999313354492,""ds_temp"":20.75,""soil_econ"":112,""soil_perm"":2505.81005859375,""soil_temp"":21.299999237060547,""vr_voltage"":8.227356910705566}"
2026-05-29T21:44:07.572699800Z,igc-2025-06-19-otaa,50.2,"1,025",21.7,20.8,27.5%,21.3,2503.18,112,8.2,"{""bme_hum"":50.18000030517578,""bme_pres"":1024.6800537109375,""bme_temp"":21.719999313354492,""ds_temp"":20.75,""soil_econ"":112,""soil_perm"":2503.179931640625,""soil_temp"":21.299999237060547,""vr_voltage"":8.226207733154297}"
2026-05-29T21:45:22.713727456Z,igc-2025-06-19-otaa,50.2,"1,025",21.7,20.8,27.6%,21.3,2505.73,112,8.2,"{""bme_hum"":50.189998626708984,""bme_pres"":1024.6199951171875,""bme_temp"":21.719999313354492,""ds_temp"":20.75,""soil_econ"":112,""soil_perm"":2505.72998046875,""soil_temp"":21.299999237060547,""vr_voltage"":8.227931022644043}"
2026-05-29T21:46:37.262029628Z,igc-2025-06-19-otaa,50.3,"1,025",21.7,20.8,27.6%,21.3,2505.47,112,8.2,"{""bme_hum"":50.349998474121094,""bme_pres"":1024.5400390625,""bme_temp"":21.739999771118164,""ds_temp"":20.75,""soil_econ"":112,""soil_perm"":2505.469970703125,""soil_temp"":21.299999237060547,""vr_voltage"":8.227356910705566}"
2026-05-29T21:47:51.519547838Z,igc-2025-06-19-otaa,50.3,"1,025",21.7,20.8,27.5%,21.3,2502.93,112,8.2,"{""bme_hum"":50.27000045776367,""bme_pres"":1024.5999755859375,""bme_temp"":21.729999542236328,""ds_temp"":20.75,""soil_econ"":112,""soil_perm"":2502.929931640625,""soil_temp"":21.299999237060547,""vr_voltage"":8.228506088256836}"
2026-05-29T21:49:05.844959055Z,igc-2025-06-19-otaa,50.4,"1,024",21.7,20.8,27.5%,21.3,2503.09,112,8.2,"{""bme_hum"":50.400001525878906,""bme_pres"":1024.489990234375,""bme_temp"":21.739999771118164,""ds_temp"":20.75,""soil_econ"":112,""soil_perm"":2503.090087890625,""soil_temp"":21.299999237060547,""vr_voltage"":8.22678279876709}"
2026-05-29T21:50:20.037702595Z,igc-2025-06-19-otaa,50.4,"1,025",21.7,20.8,27.6%,21.3,2505.70,112,8.2,"{""bme_hum"":50.40999984741211,""bme_pres"":1024.5699462890625,""bme_temp"":21.729999542236328,""ds_temp"":20.75,""soil_econ"":112,""soil_perm"":2505.699951171875,""soil_temp"":21.299999237060547,""vr_voltage"":8.227931022644043}"
2026-05-29T21:51:34.410564583Z,igc-2025-06-19-otaa,50.3,"1,025",21.7,20.8,27.5%,21.3,2503.00,112,8.2,"{""bme_hum"":50.31999969482422,""bme_pres"":1024.5400390625,""bme_temp"":21.729999542236328,""ds_temp"":20.75,""soil_econ"":112,""soil_perm"":2503,""soil_temp"":21.299999237060547,""vr_voltage"":8.228506088256836}"
2026-05-29T21:52:48.881032329Z,igc-2025-06-19-otaa,50.3,"1,025",21.7,20.8,27.6%,21.3,2505.45,112,8.2,"{""bme_hum"":50.279998779296875,""bme_pres"":1024.6500244140625,""bme_temp"":21.719999313354492,""ds_temp"":20.75,""soil_econ"":112,""soil_perm"":2505.449951171875,""soil_temp"":21.299999237060547,""vr_voltage"":8.230804443359375}"
2026-05-29T21:54:03.311852453Z,igc-2025-06-19-otaa,50.4,"1,025",21.7,20.8,27.5%,21.3,2502.90,112,8.2,"{""bme_hum"":50.38999938964844,""bme_pres"":1024.760009765625,""bme_temp"":21.729999542236328,""ds_temp"":20.75,""soil_econ"":112,""soil_perm"":2502.89990234375,""soil_temp"":21.299999237060547,""vr_voltage"":8.228506088256836}"
2026-05-29T21:55:17.739668678Z,igc-2025-06-19-otaa,50.3,"1,025",21.7,20.8,27.5%,21.3,2503.06,113,8.2,"{""bme_hum"":50.27000045776367,""bme_pres"":1024.72998046875,""bme_temp"":21.729999542236328,""ds_temp"":20.75,""soil_econ"":113,""soil_perm"":2503.06005859375,""soil_temp"":21.299999237060547,""vr_voltage"":8.223335266113281}"
2026-05-29T21:56:32.250793687Z,igc-2025-06-19-otaa,50.3,"1,025",21.7,20.8,27.6%,21.3,2505.22,112,8.2,"{""bme_hum"":50.31999969482422,""bme_pres"":1024.6500244140625,""bme_temp"":21.739999771118164,""ds_temp"":20.75,""soil_econ"":112,""soil_perm"":2505.219970703125,""soil_temp"":21.299999237060547,""vr_voltage"":8.229655265808105}"
2026-05-29T21:57:46.847402995Z,igc-2025-06-19-otaa,50.4,"1,025",21.7,20.8,27.5%,21.3,2503.02,113,8.2,"{""bme_hum"":50.38999938964844,""bme_pres"":1024.760009765625,""bme_temp"":21.739999771118164,""ds_temp"":20.75,""soil_econ"":113,""soil_perm"":2503.02001953125,""soil_temp"":21.299999237060547,""vr_voltage"":8.22678279876709}"
2026-05-29T21:59:01.440580078Z,igc-2025-06-19-otaa,50.3,"1,025",21.7,20.8,27.6%,21.3,2505.48,112,8.2,"{""bme_hum"":50.349998474121094,""bme_pres"":1024.8399658203125,""bme_temp"":21.739999771118164,""ds_temp"":20.75,""soil_econ"":112,""soil_perm"":2505.47998046875,""soil_temp"":21.299999237060547,""vr_voltage"":8.22678279876709}"
2026-05-29T22:00:16.118928075Z,igc-2025-06-19-otaa,50.4,"1,025",21.7,20.8,27.5%,21.3,2503.13,113,8.2,"{""bme_hum"":50.43000030517578,""bme_pres"":1024.8199462890625,""bme_temp"":21.739999771118164,""ds_temp"":20.75,""soil_econ"":113,""soil_perm"":2503.1298828125,""soil_temp"":21.299999237060547,""vr_voltage"":8.225058555603027}"
2026-05-29T22:01:30.815065270Z,igc-2025-06-19-otaa,50.3,"1,025",21.7,20.8,27.5%,21.3,2502.82,112,8.2,"{""bme_hum"":50.2599983215332,""bme_pres"":1024.8699951171875,""bme_temp"":21.739999771118164,""ds_temp"":20.75,""soil_econ"":112,""soil_perm"":2502.820068359375,""soil_temp"":21.299999237060547,""vr_voltage"":8.227356910705566}"
2026-05-29T22:02:45.618053416Z,igc-2025-06-19-otaa,50.4,"1,025",21.7,20.8,27.5%,21.3,2503.09,113,8.2,"{""bme_hum"":50.369998931884766,""bme_pres"":1024.949951171875,""bme_temp"":21.739999771118164,""ds_temp"":20.8125,""soil_econ"":113,""soil_perm"":2503.090087890625,""soil_temp"":21.299999237060547,""vr_voltage"":8.227931022644043}"
2026-05-29T22:04:00.365009869Z,igc-2025-06-19-otaa,50.4,"1,025",21.8,20.8,27.5%,21.3,2502.64,112,8.2,"{""bme_hum"":50.369998931884766,""bme_pres"":1024.9300537109375,""bme_temp"":21.75,""ds_temp"":20.75,""soil_econ"":112,""soil_perm"":2502.639892578125,""soil_temp"":21.299999237060547,""vr_voltage"":8.22678279876709}"
2026-05-29T22:05:15.164223506Z,igc-2025-06-19-otaa,50.4,"1,025",21.8,20.8,27.6%,21.3,2505.09,112,8.2,"{""bme_hum"":50.38999938964844,""bme_pres"":1024.8699951171875,""bme_temp"":21.75,""ds_temp"":20.75,""soil_econ"":112,""soil_perm"":2505.090087890625,""soil_temp"":21.299999237060547,""vr_voltage"":8.22678279876709}"
2026-05-29T22:06:30.068393380Z,igc-2025-06-19-otaa,50.1,"1,025",21.8,20.8,27.5%,21.3,2502.77,114,8.2,"{""bme_hum"":50.130001068115234,""bme_pres"":1024.8199462890625,""bme_temp"":21.760000228881836,""ds_temp"":20.75,""soil_econ"":114,""soil_perm"":2502.77001953125,""soil_temp"":21.299999237060547,""vr_voltage"":8.226207733154297}"
2026-05-29T22:07:45.030175482Z,igc-2025-06-19-otaa,50.3,"1,025",21.8,20.8,27.6%,21.3,2505.08,112,8.2,"{""bme_hum"":50.31999969482422,""bme_pres"":1024.9000244140625,""bme_temp"":21.75,""ds_temp"":20.75,""soil_econ"":112,""soil_perm"":2505.080078125,""soil_temp"":21.299999237060547,""vr_voltage"":8.22448444366455}"
2026-05-29T22:08:59.981080444Z,igc-2025-06-19-otaa,50.3,"1,025",21.8,20.8,27.5%,21.3,2502.62,113,8.2,"{""bme_hum"":50.33000183105469,""bme_pres"":1024.8699951171875,""bme_temp"":21.760000228881836,""ds_temp"":20.75,""soil_econ"":113,""soil_perm"":2502.6201171875,""soil_temp"":21.299999237060547,""vr_voltage"":8.223909378051758}"
2026-05-29T22:10:14.977492514Z,igc-2025-06-19-otaa,50.3,"1,025",21.8,20.8,27.5%,21.3,2502.78,112,8.2,"{""bme_hum"":50.349998474121094,""bme_pres"":1024.8199462890625,""bme_temp"":21.770000457763672,""ds_temp"":20.75,""soil_econ"":112,""soil_perm"":2502.780029296875,""soil_temp"":21.299999237060547,""vr_voltage"":8.221037864685059}"
2026-05-29T22:11:30.004297429Z,igc-2025-06-19-otaa,50.5,"1,025",21.8,20.8,27.6%,21.3,2505.61,113,8.2,"{""bme_hum"":50.52000045776367,""bme_pres"":1024.8399658203125,""bme_temp"":21.770000457763672,""ds_temp"":20.75,""soil_econ"":113,""soil_perm"":2505.610107421875,""soil_temp"":21.299999237060547,""vr_voltage"":8.22448444366455}"
2026-05-29T22:12:45.081096301Z,igc-2025-06-19-otaa,50.3,"1,025",21.8,20.8,27.5%,21.3,2502.29,113,8.2,"{""bme_hum"":50.2599983215332,""bme_pres"":1024.7900390625,""bme_temp"":21.770000457763672,""ds_temp"":20.8125,""soil_econ"":113,""soil_perm"":2502.2900390625,""soil_temp"":21.299999237060547,""vr_voltage"":8.222761154174805}"
2026-05-29T22:14:00.196432029Z,igc-2025-06-19-otaa,50.4,"1,025",21.8,20.8,27.5%,21.3,2502.76,113,8.2,"{""bme_hum"":50.38999938964844,""bme_pres"":1024.8699951171875,""bme_temp"":21.770000457763672,""ds_temp"":20.75,""soil_econ"":113,""soil_perm"":2502.760009765625,""soil_temp"":21.299999237060547,""vr_voltage"":8.220462799072266}"
2026-05-29T22:16:29.019610650Z,igc-2025-06-19-otaa,50.5,"1,025",21.8,20.8,27.6%,21.3,2505.02,113,8.2,"{""bme_hum"":50.5,""bme_pres"":1024.72998046875,""bme_temp"":21.770000457763672,""ds_temp"":20.75,""soil_econ"":113,""soil_perm"":2505.02001953125,""soil_temp"":21.299999237060547,""vr_voltage"":8.226207733154297}"
2026-05-29T22:17:43.275752515Z,igc-2025-06-19-otaa,50.3,"1,025",21.8,20.8,27.5%,21.3,2502.46,113,8.2,"{""bme_hum"":50.31999969482422,""bme_pres"":1024.8199462890625,""bme_temp"":21.780000686645508,""ds_temp"":20.75,""soil_econ"":113,""soil_perm"":2502.4599609375,""soil_temp"":21.299999237060547,""vr_voltage"":8.227931022644043}"
2026-05-29T22:18:57.604311866Z,igc-2025-06-19-otaa,50.4,"1,025",21.8,20.8,27.5%,21.3,2502.88,113,8.2,"{""bme_hum"":50.36000061035156,""bme_pres"":1024.7099609375,""bme_temp"":21.770000457763672,""ds_temp"":20.75,""soil_econ"":113,""soil_perm"":2502.8798828125,""soil_temp"":21.299999237060547,""vr_voltage"":8.226207733154297}"
2026-05-29T22:20:11.958048905Z,igc-2025-06-19-otaa,50.5,"1,025",21.8,20.8,27.6%,21.3,2505.00,113,8.2,"{""bme_hum"":50.52000045776367,""bme_pres"":1024.7099609375,""bme_temp"":21.770000457763672,""ds_temp"":20.75,""soil_econ"":113,""soil_perm"":2505,""soil_temp"":21.299999237060547,""vr_voltage"":8.223909378051758}"
2026-05-29T22:21:26.363764190Z,igc-2025-06-19-otaa,50.5,"1,025",21.8,20.8,27.6%,21.3,2505.25,113,8.2,"{""bme_hum"":50.459999084472656,""bme_pres"":1024.760009765625,""bme_temp"":21.770000457763672,""ds_temp"":20.8125,""soil_econ"":113,""soil_perm"":2505.25,""soil_temp"":21.299999237060547,""vr_voltage"":8.225058555603027}"
2026-05-29T22:22:40.794932003Z,igc-2025-06-19-otaa,51.0,"1,025",21.8,20.8,27.6%,21.3,2505.00,113,8.2,"{""bme_hum"":50.97999954223633,""bme_pres"":1024.8199462890625,""bme_temp"":21.760000228881836,""ds_temp"":20.75,""soil_econ"":113,""soil_perm"":2505,""soil_temp"":21.299999237060547,""vr_voltage"":8.225058555603027}"
2026-05-29T22:23:55.216154416Z,igc-2025-06-19-otaa,50.6,"1,025",21.8,20.8,27.5%,21.3,2502.09,112,8.2,"{""bme_hum"":50.599998474121094,""bme_pres"":1024.760009765625,""bme_temp"":21.760000228881836,""ds_temp"":20.8125,""soil_econ"":112,""soil_perm"":2502.090087890625,""soil_temp"":21.299999237060547,""vr_voltage"":8.22563362121582}"
2026-05-29T22:25:09.715604652Z,igc-2025-06-19-otaa,50.5,"1,025",21.8,20.8,27.6%,21.3,2504.88,113,8.2,"{""bme_hum"":50.4900016784668,""bme_pres"":1024.7900390625,""bme_temp"":21.75,""ds_temp"":20.75,""soil_econ"":113,""soil_perm"":2504.8798828125,""soil_temp"":21.299999237060547,""vr_voltage"":8.223335266113281}"
2026-05-29T22:26:24.459388803Z,igc-2025-06-19-otaa,50.5,"1,025",21.8,20.8,27.5%,21.3,2502.08,113,8.2,"{""bme_hum"":50.52000045776367,""bme_pres"":1024.72998046875,""bme_temp"":21.760000228881836,""ds_temp"":20.8125,""soil_econ"":113,""soil_perm"":2502.080078125,""soil_temp"":21.299999237060547,""vr_voltage"":8.222761154174805}"
2026-05-29T22:27:38.942060052Z,igc-2025-06-19-otaa,50.7,"1,025",21.8,20.8,27.6%,21.3,2505.17,112,8.2,"{""bme_hum"":50.68000030517578,""bme_pres"":1024.7900390625,""bme_temp"":21.760000228881836,""ds_temp"":20.75,""soil_econ"":112,""soil_perm"":2505.169921875,""soil_temp"":21.299999237060547,""vr_voltage"":8.222761154174805}"
2026-05-29T22:28:53.601960088Z,igc-2025-06-19-otaa,50.6,"1,025",21.8,20.8,27.5%,21.3,2502.34,112,8.2,"{""bme_hum"":50.56999969482422,""bme_pres"":1024.7900390625,""bme_temp"":21.760000228881836,""ds_temp"":20.75,""soil_econ"":112,""soil_perm"":2502.340087890625,""soil_temp"":21.299999237060547,""vr_voltage"":8.221611976623535}"
2026-05-29T22:30:08.280293292Z,igc-2025-06-19-otaa,50.4,"1,025",21.8,20.8,27.5%,21.3,2502.25,113,8.2,"{""bme_hum"":50.41999816894531,""bme_pres"":1024.8199462890625,""bme_temp"":21.760000228881836,""ds_temp"":20.8125,""soil_econ"":113,""soil_perm"":2502.25,""soil_temp"":21.299999237060547,""vr_voltage"":8.222761154174805}"
2026-05-29T22:31:23.128387550Z,igc-2025-06-19-otaa,50.5,"1,025",21.8,20.8,27.5%,21.3,2502.52,112,8.2,"{""bme_hum"":50.5099983215332,""bme_pres"":1024.8199462890625,""bme_temp"":21.770000457763672,""ds_temp"":20.75,""soil_econ"":112,""soil_perm"":2502.52001953125,""soil_temp"":21.299999237060547,""vr_voltage"":8.220462799072266}"
2026-05-29T22:32:37.769812513Z,igc-2025-06-19-otaa,50.3,"1,025",21.8,20.8,27.6%,21.4,2505.08,112,8.2,"{""bme_hum"":50.29999923706055,""bme_pres"":1024.8199462890625,""bme_temp"":21.770000457763672,""ds_temp"":20.8125,""soil_econ"":112,""soil_perm"":2505.080078125,""soil_temp"":21.399999618530273,""vr_voltage"":8.219888687133789}"
2026-05-29T22:33:52.519670033Z,igc-2025-06-19-otaa,50.5,"1,025",21.8,20.8,27.5%,21.4,2502.46,113,8.2,"{""bme_hum"":50.54999923706055,""bme_pres"":1024.72998046875,""bme_temp"":21.770000457763672,""ds_temp"":20.75,""soil_econ"":113,""soil_perm"":2502.4599609375,""soil_temp"":21.399999618530273,""vr_voltage"":8.219313621520996}"
2026-05-29T22:35:07.385741647Z,igc-2025-06-19-otaa,50.4,"1,025",21.8,20.8,27.5%,21.4,2502.37,113,8.2,"{""bme_hum"":50.439998626708984,""bme_pres"":1024.7900390625,""bme_temp"":21.780000686645508,""ds_temp"":20.75,""soil_econ"":113,""soil_perm"":2502.3701171875,""soil_temp"":21.399999618530273,""vr_voltage"":8.21759033203125}"
2026-05-29T22:36:22.286265338Z,igc-2025-06-19-otaa,50.5,"1,025",21.8,20.8,27.6%,21.4,2504.52,112,8.2,"{""bme_hum"":50.459999084472656,""bme_pres"":1024.6800537109375,""bme_temp"":21.770000457763672,""ds_temp"":20.8125,""soil_econ"":112,""soil_perm"":2504.52001953125,""soil_temp"":21.399999618530273,""vr_voltage"":8.217016220092773}"
2026-05-29T22:37:37.230237464Z,igc-2025-06-19-otaa,50.7,"1,025",21.8,20.8,27.6%,21.4,2504.53,113,8.2,"{""bme_hum"":50.66999816894531,""bme_pres"":1024.6500244140625,""bme_temp"":21.780000686645508,""ds_temp"":20.75,""soil_econ"":113,""soil_perm"":2504.530029296875,""soil_temp"":21.399999618530273,""vr_voltage"":8.222761154174805}"
2026-05-29T22:38:52.235906877Z,igc-2025-06-19-otaa,50.6,"1,025",21.8,20.8,27.6%,21.4,2504.65,113,8.2,"{""bme_hum"":50.630001068115234,""bme_pres"":1024.72998046875,""bme_temp"":21.780000686645508,""ds_temp"":20.75,""soil_econ"":113,""soil_perm"":2504.64990234375,""soil_temp"":21.399999618530273,""vr_voltage"":8.21644115447998}"
2026-05-29T22:40:07.350028187Z,igc-2025-06-19-otaa,50.7,"1,025",21.8,20.8,27.6%,21.4,2504.79,113,8.2,"{""bme_hum"":50.72999954223633,""bme_pres"":1024.6500244140625,""bme_temp"":21.790000915527344,""ds_temp"":20.8125,""soil_econ"":113,""soil_perm"":2504.7900390625,""soil_temp"":21.399999618530273,""vr_voltage"":8.21873950958252}"
2026-05-29T22:41:22.369675116Z,igc-2025-06-19-otaa,50.4,"1,025",21.8,20.8,27.6%,21.4,2504.68,113,8.2,"{""bme_hum"":50.380001068115234,""bme_pres"":1024.7099609375,""bme_temp"":21.790000915527344,""ds_temp"":20.8125,""soil_econ"":113,""soil_perm"":2504.679931640625,""soil_temp"":21.399999618530273,""vr_voltage"":8.218165397644043}"
2026-05-29T22:42:37.469674142Z,igc-2025-06-19-otaa,50.4,"1,025",21.8,20.8,27.5%,21.4,2502.08,113,8.2,"{""bme_hum"":50.41999816894531,""bme_pres"":1024.6199951171875,""bme_temp"":21.790000915527344,""ds_temp"":20.8125,""soil_econ"":113,""soil_perm"":2502.080078125,""soil_temp"":21.399999618530273,""vr_voltage"":8.218165397644043}"
2026-05-29T22:43:52.061103947Z,igc-2025-06-19-otaa,50.5,"1,025",21.8,20.8,27.6%,21.4,2504.62,113,8.2,"{""bme_hum"":50.5,""bme_pres"":1024.6800537109375,""bme_temp"":21.790000915527344,""ds_temp"":20.8125,""soil_econ"":113,""soil_perm"":2504.6201171875,""soil_temp"":21.399999618530273,""vr_voltage"":8.21873950958252}"
2026-05-29T22:45:06.266903441Z,igc-2025-06-19-otaa,50.8,"1,025",21.8,20.8,27.5%,21.4,2502.00,113,8.2,"{""bme_hum"":50.75,""bme_pres"":1024.6500244140625,""bme_temp"":21.790000915527344,""ds_temp"":20.75,""soil_econ"":113,""soil_perm"":2502,""soil_temp"":21.399999618530273,""vr_voltage"":8.21759033203125}"
